M=50,N=15
8444122.000000,1797
8861626.000000,1879
8216740.000000,1725
1108066.000000,6405
3639980.000000,9049
8620685.000000,8545
252518838.000000,866
340.000000,1351
324.000000,1396
389.000000,1365
400.000000,1172
363.000000,1278
441.000000,1359
367.000000,1264
361.000000,1262
385.000000,971
405.000000,1457
227.000000,1318
245.000000,1311
284.000000,1372
291.000000,1086
251.000000,1117
242.000000,1261
205.000000,1161
249.000000,1215
293.000000,1314
258.000000,1137
127.000000,1430
126.000000,1132
125.000000,1119
111.000000,1121
128.000000,1302
128.000000,1429
122.000000,1112
112.000000,1065
120.000000,1300
127.000000,966
79.000000,922
85.000000,1084
82.000000,1043
81.000000,1102
70.000000,1091
87.000000,1140
73.000000,1070
83.000000,993
81.000000,981
70.000000,986
2019.000000,1309
2060.000000,1187
2032.000000,1498
2067.000000,1319
2039.000000,1225
2108.000000,1205
2032.000000,1488
2074.000000,1310
2022.000000,1077
2005.000000,1521
8190.000000,1271
8045.000000,1574
8039.000000,1412
8139.000000,1213
8125.000000,1427
8169.000000,1437
8217.000000,1486
8249.000000,1524
8199.000000,1400
8099.000000,1126
13585.000000,1384
13417.000000,1474
13461.000000,1328
13656.000000,1358
13514.000000,1564
13574.000000,1601
13640.000000,1606
13501.000000,1457
13593.000000,1492
13658.000000,1251
112.000000,1184
110.000000,1241
112.000000,1249
106.000000,1185
114.000000,1243
112.000000,1144
110.000000,1243
112.000000,1222
108.000000,1082
110.000000,1185
884.000000,2168
882.000000,2023
894.000000,2166
878.000000,2002
892.000000,2241
876.000000,2147
876.000000,2211
892.000000,2065
876.000000,2081
894.000000,2098
2408.000000,2591
2398.000000,2497
2418.000000,2506
2392.000000,2439
2404.000000,2364
2398.000000,2643
2402.000000,2672
2394.000000,2675
2402.000000,2529
2378.000000,2444
6049461.000000,1620
5757868.000000,1624
6509837.000000,1313
15051133.000000,1990
15763716.000000,1907
15249886.000000,1981
24795692.000000,2232
29156976.000000,2231
28270874.000000,2347
10933215.000000,1574
11582216.000000,1563
11552046.000000,1588
17434469.000000,1989
20171181.000000,2141
19475011.000000,2126
28255972.000000,2255
33594216.000000,1992
29044318.000000,2166
651.000000,1257
719.000000,1247
676.000000,1558
813.000000,1280
668.000000,1185
643.000000,1218
654.000000,1155
725.000000,1326
721.000000,1293
729.000000,1344
1646.000000,1471
1606.000000,1097
1902.000000,1026
1627.000000,1380
1545.000000,1356
1581.000000,1511
1479.000000,1192
1985.000000,1441
1311.000000,1332
1752.000000,1414
2121.000000,1381
2096.000000,1303
2731.000000,1438
1990.000000,1479
2033.000000,1424
2433.000000,1301
2220.000000,1437
2252.000000,1328
1843.000000,1332
2043.000000,1191
